報告数・定点当り報告数、疾病・週・都道府県・性別（１週から当該週までの報告数・定点当たり報告数とそれらの累積）(総数),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023年19週(05月08日～05月14日),2023年05月17日作成,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
インフルエンザ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週,09週,09週,10週,10週,11週,11週,12週,12週,13週,13週,14週,14週,15週,15週,16週,16週,17週,17週,18週,18週,19週,19週
埼玉県,18650,116.56,859,5.61,1471,9.19,1614,10.02,1526,9.48,1386,8.61,1181,7.34,1160,7.25,977,6.07,893,5.55,885,5.5,733,4.64,602,3.74,565,3.58,580,3.56,655,4.04,922,5.69,849,5.27,663,4.07,1129,6.93
千葉県,13475,103.65,631,4.89,1152,8.86,1332,10.17,1183,8.89,1154,8.74,970,7.46,906,6.86,729,5.52,601,4.59,591,4.51,537,4.23,395,3.04,401,3.11,396,3.07,443,3.41,461,3.55,469,3.64,392,3.11,732,5.63
東京都,29162,112.59,1212,4.72,2167,8.3,2796,10.71,2337,8.95,2269,8.73,1749,6.73,1835,7.06,1464,5.7,1391,5.37,1372,5.32,1278,4.99,1049,4.05,898,3.47,954,3.67,1130,4.35,1354,5.23,1348,5.16,1027,3.98,1532,5.87
神奈川県,21255,94.05,863,3.82,1597,6.94,2151,9.39,1946,8.57,1966,8.62,1574,6.96,1435,6.32,1151,5.07,934,4.04,972,4.34,907,4.1,675,2.96,634,2.78,591,2.62,633,2.81,821,3.63,794,3.54,609,2.72,1002,4.38
新潟県,5171,94.02,143,2.55,208,3.71,353,6.3,346,6.18,357,6.38,359,6.41,379,6.77,347,6.2,301,5.38,312,5.57,258,4.61,217,3.88,178,3.3,216,4,238,4.41,280,5.19,276,5.11,125,2.31,278,5.15
富山県,5415,186.72,79,2.72,167,5.76,277,9.55,318,10.97,356,12.28,407,14.03,356,12.28,365,12.59,326,11.24,420,14.48,310,10.69,210,7.24,246,8.48,235,8.1,259,8.93,273,9.41,352,12.14,214,7.38,245,8.45
石川県,5338,184.07,159,5.48,242,8.34,379,13.07,347,11.97,340,11.72,292,10.07,327,11.28,269,9.28,223,7.69,237,8.17,223,7.69,228,7.86,287,9.9,309,10.66,360,12.41,363,12.52,300,10.34,216,7.45,237,8.17
福井県,2237,97.26,122,5.3,169,7.35,160,6.96,152,6.61,145,6.3,138,6,119,5.17,98,4.26,88,3.83,95,4.13,110,4.78,98,4.26,88,3.83,93,4.04,90,3.91,118,5.13,146,6.35,85,3.4,123,4.92
山梨県,2502,104.25,63,2.63,84,3.5,186,7.75,257,10.71,250,10.42,207,8.63,273,11.38,233,9.71,158,6.58,139,5.79,105,4.38,83,3.46,56,2.33,65,2.71,49,2.04,62,2.58,85,3.54,54,2.25,93,3.88
長野県,6771,127.75,165,3.06,353,6.54,531,9.83,582,10.78,530,9.81,510,9.62,478,9.02,454,8.57,435,8.21,377,7.11,305,5.75,211,3.98,232,4.38,197,3.72,278,5.25,279,5.26,297,5.6,199,3.75,358,6.63
岐阜県,3952,76,56,1.06,137,2.58,160,3.02,218,4.11,199,3.75,235,4.43,224,4.23,218,4.11,242,4.57,226,4.26,272,5.13,208,3.92,142,2.78,172,3.25,174,3.28,267,5.04,252,4.75,239,4.51,311,5.87
静岡県,8943,101.63,209,2.35,374,4.2,571,6.42,655,7.36,814,9.15,739,8.3,802,9.01,650,7.3,541,6.08,503,5.65,453,5.09,324,3.64,306,3.29,262,2.98,281,3.19,408,4.64,397,4.51,246,2.8,408,4.58
愛知県,18477,101.52,517,2.84,834,4.58,1036,5.69,1054,5.79,1187,6.52,1082,5.95,1277,7.02,1098,6.03,1154,6.34,1073,5.9,1116,6.13,856,4.7,873,4.77,769,4.23,787,4.32,1025,5.63,986,5.42,669,3.68,1084,5.96
三重県,4322,98.23,159,3.53,233,5.18,279,6.2,229,5.2,273,6.07,241,5.36,249,5.53,228,5.07,193,4.29,262,5.82,269,5.98,211,4.69,173,3.84,178,3.96,170,3.78,226,5.02,246,5.47,185,4.11,318,7.07
滋賀県,3116,89.03,112,3.11,175,4.86,265,7.36,200,5.56,216,6,238,6.61,227,6.31,195,5.42,156,4.33,165,4.58,154,4.28,133,3.69,114,3.17,82,2.34,160,4.44,105,2.92,175,4.86,91,2.68,153,4.25
京都府,6510,86.8,161,2.12,371,4.88,532,7,441,5.8,420,5.53,436,5.74,351,4.62,331,4.36,332,4.37,416,5.47,367,4.83,308,4.11,280,3.68,195,2.57,308,4.05,356,4.68,363,4.91,197,2.59,345,4.54
大阪府,20242,104.88,567,2.92,943,4.86,1261,6.5,1293,6.66,1345,6.93,1294,6.67,1322,6.81,1115,5.75,1108,5.71,1221,6.26,1127,5.78,925,4.74,785,4.03,873,4.5,966,4.98,1168,6.08,1108,5.68,748,3.88,1073,5.77
兵庫県,17301,135.16,424,3.26,732,5.67,1127,8.74,1136,8.81,1301,10.09,1185,9.19,1202,9.32,1045,8.1,1155,8.95,1056,8.19,930,7.21,718,5.57,656,5.05,635,4.92,778,6.03,873,6.77,802,6.27,620,4.88,926,7.18
奈良県,3629,106.74,70,2.06,153,4.5,169,4.97,169,4.97,216,6.35,189,5.56,241,7.09,235,6.91,256,7.53,245,7.21,247,7.26,193,5.68,154,4.53,174,5.12,168,4.94,196,5.76,194,5.71,120,3.53,240,7.06
和歌山県,2512,83.73,62,2.07,99,3.3,138,4.6,134,4.47,182,6.07,170,5.67,155,5.17,129,4.3,141,4.7,126,4.2,120,4,119,3.97,106,3.53,120,4,143,4.77,154,5.13,193,6.43,82,2.73,139,4.63
鳥取県,2840,149.47,41,2.16,82,4.32,102,5.37,145,7.63,152,8,156,8.21,152,8,161,8.47,179,9.42,171,9,189,9.95,175,9.21,150,7.89,148,7.79,179,9.42,192,10.11,179,9.42,123,6.47,164,8.63
島根県,2618,113.83,53,2.3,101,4.39,181,7.87,175,7.61,190,8.26,200,8.7,223,9.7,207,9,165,7.17,161,7,112,4.87,77,3.35,82,3.57,72,3.13,120,5.22,169,7.35,116,5.04,94,4.09,120,5.22
岡山県,5545,102.69,266,4.93,373,6.91,529,9.8,413,7.65,395,7.31,385,7.13,384,7.11,260,4.81,242,4.48,250,4.63,216,4,209,3.87,165,3.06,218,4.04,193,3.57,231,4.28,306,5.67,246,4.56,264,4.89
広島県,8176,115.15,399,5.62,611,8.49,748,10.39,647,8.99,695,9.65,595,8.26,596,8.28,454,6.31,470,6.53,462,6.42,360,5,284,3.94,239,3.32,225,3.13,266,3.69,327,4.54,279,3.88,220,3.06,299,4.21
山口県,5271,119.8,143,3.18,242,5.38,302,6.71,310,6.89,429,9.53,533,11.84,454,10.09,465,10.33,371,8.24,347,7.71,256,5.69,218,4.84,193,4.29,126,2.8,172,4,169,3.93,201,4.67,140,3.26,200,4.65
徳島県,2471,107.43,101,4.39,126,5.48,172,7.48,133,5.78,166,7.22,183,7.96,166,7.22,149,6.48,170,7.39,138,6,142,6.17,109,4.74,114,4.96,74,3.22,101,4.39,131,5.7,108,4.7,73,3.17,115,5
香川県,4368,156,209,7.46,297,10.61,427,15.25,351,12.54,427,15.25,317,11.32,284,10.14,217,7.75,213,7.61,184,6.57,124,4.43,145,5.18,166,5.93,163,5.82,154,5.5,163,5.82,182,6.5,153,5.46,192,6.86
愛媛県,6474,179.83,161,4.35,291,7.86,403,10.89,350,9.46,442,11.95,387,10.46,649,17.54,513,13.86,510,13.78,444,12,384,10.38,314,8.49,208,5.78,210,5.68,258,6.97,282,7.62,242,6.54,151,4.08,275,7.43
高知県,2243,86.27,102,3.78,118,4.37,182,6.74,188,6.96,228,8.44,219,8.11,182,6.74,158,5.85,169,6.26,158,5.85,104,3.85,78,2.89,51,1.89,51,1.89,32,1.19,63,2.33,54,2,54,2,52,2
福岡県,12941,107.84,532,4.43,698,5.82,825,6.88,635,5.29,772,6.43,734,6.12,871,7.26,678,5.65,805,6.71,820,6.83,770,6.42,618,5.15,495,4.13,518,4.32,548,4.57,715,5.96,711,5.93,432,3.6,764,6.37
佐賀県,1438,62.52,48,2.09,52,2.26,67,2.91,65,2.83,59,2.57,75,3.26,94,4.09,84,3.65,104,4.52,112,4.87,70,3.04,67,2.91,63,2.74,67,2.91,85,3.7,103,4.48,100,4.35,31,1.35,92,4
長崎県,2977,67.66,142,3.23,186,4.23,254,5.77,220,5,202,4.59,235,5.34,204,4.64,152,3.45,165,3.75,141,3.2,122,2.77,132,3,102,2.32,104,2.36,144,3.27,135,3.07,132,3,89,2.02,116,2.64
熊本県,5013,102.31,233,4.66,335,6.7,352,7.04,295,5.9,325,6.5,351,7.02,330,6.6,283,5.66,284,5.68,311,6.22,255,5.1,204,4.16,168,3.43,182,3.79,212,4.51,230,4.79,208,4.24,167,3.34,288,5.76
大分県,7549,209.69,204,5.67,257,7.14,393,10.92,390,10.83,492,13.67,519,14.42,431,11.97,447,12.42,420,11.67,508,14.11,459,12.75,377,10.47,299,8.31,343,9.53,368,10.22,416,11.56,452,12.56,358,9.94,416,11.56
宮崎県,6702,191.49,175,4.86,292,8.11,409,11.69,439,12.19,488,13.56,500,13.89,521,14.47,437,12.14,379,10.53,341,9.47,308,8.56,283,7.86,252,7,294,8.17,372,10.33,355,9.86,362,10.34,218,6.06,277,7.69
鹿児島県,7626,143.89,184,3.41,272,5.04,445,8.24,423,7.83,551,10.2,536,9.93,468,8.67,461,8.54,475,8.8,579,10.72,565,10.46,379,7.02,262,5.04,317,5.98,356,6.72,389,7.34,358,6.75,238,4.49,368,6.94
沖縄県,1275,39.84,36,1.09,56,1.7,52,1.58,61,1.85,45,1.36,54,1.69,48,1.5,50,1.56,53,1.66,73,2.28,75,2.34,50,1.56,57,1.73,77,2.33,93,2.91,78,2.44,112,3.5,108,3.48,97,3.13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
水痘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週,09週,09週,10週,10週,11週,11週,12週,12週,13週,13週,14週,14週,15週,15週,16週,16週,17週,17週,18週,18週,19週,19週
,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当
総数,4647,1.48,274,0.09,267,0.08,234,0.07,230,0.07,205,0.06,185,0.06,251,0.08,199,0.06,203,0.06,186,0.06,238,0.08,224,0.07,239,0.08,302,0.1,283,0.09,271,0.09,283,0.09,229,0.07,344,0.11
北海道,281,2.04,23,0.17,20,0.14,22,0.16,13,0.09,9,0.06,12,0.09,25,0.18,6,0.04,22,0.16,16,0.12,12,0.09,22,0.16,12,0.09,15,0.11,9,0.06,8,0.06,16,0.11,5,0.04,14,0.1
青森県,39,0.95,2,0.05,0,0,0,0,0,0,7,0.17,0,0,2,0.05,4,0.1,4,0.1,7,0.17,1,0.02,0,0,3,0.07,2,0.05,2,0.05,0,0,1,0.03,3,0.08,1,0.03
岩手県,33,0.85,1,0.03,3,0.08,0,0,2,0.05,1,0.03,0,0,1,0.03,1,0.03,1,0.03,2,0.05,2,0.05,3,0.08,2,0.05,2,0.05,1,0.03,0,0,5,0.13,4,0.1,2,0.05
宮城県,74,1.3,3,0.05,7,0.12,9,0.16,3,0.05,2,0.03,2,0.03,1,0.02,8,0.14,2,0.03,5,0.09,1,0.02,3,0.05,2,0.03,3,0.05,3,0.05,2,0.04,6,0.11,4,0.07,8,0.15
秋田県,45,1.36,2,0.06,3,0.09,1,0.03,1,0.03,1,0.03,1,0.03,2,0.06,4,0.12,2,0.06,6,0.18,3,0.09,0,0,5,0.15,1,0.03,3,0.09,1,0.03,0,0,5,0.15,4,0.12
山形県,40,1.43,6,0.21,2,0.07,0,0,1,0.03,3,0.1,0,0,3,0.1,0,0,4,0.14,0,0,4,0.14,3,0.1,2,0.07,2,0.07,2,0.07,2,0.07,4,0.14,1,0.04,1,0.04
福島県,39,0.8,4,0.08,2,0.04,1,0.02,1,0.02,1,0.02,2,0.04,3,0.06,0,0,2,0.04,1,0.02,2,0.04,2,0.04,1,0.02,2,0.04,2,0.04,3,0.06,6,0.12,3,0.06,1,0.02
茨城県,101,1.35,3,0.04,4,0.05,4,0.05,4,0.05,3,0.04,0,0,1,0.01,5,0.07,4,0.05,6,0.08,6,0.08,2,0.03,1,0.01,6,0.08,6,0.08,12,0.16,15,0.19,9,0.12,10,0.13
栃木県,62,1.29,3,0.06,4,0.08,4,0.08,2,0.04,2,0.04,4,0.08,3,0.06,3,0.06,4,0.08,1,0.02,4,0.08,1,0.02,4,0.08,6,0.13,8,0.17,6,0.13,1,0.02,1,0.02,1,0.02
群馬県,98,1.85,3,0.06,4,0.08,2,0.04,11,0.21,5,0.09,10,0.19,7,0.13,9,0.17,13,0.25,1,0.02,7,0.13,1,0.02,0,0,6,0.11,6,0.11,1,0.02,3,0.06,5,0.09,4,0.07
埼玉県,325,2.03,17,0.11,13,0.08,5,0.03,16,0.1,13,0.08,20,0.12,21,0.13,12,0.07,18,0.11,14,0.09,18,0.11,21,0.13,19,0.12,36,0.22,12,0.07,20,0.12,8,0.05,18,0.11,24,0.15
千葉県,200,1.54,20,0.16,10,0.08,12,0.09,8,0.06,8,0.06,11,0.08,10,0.08,11,0.08,4,0.03,9,0.07,10,0.08,12,0.09,16,0.12,12,0.09,17,0.13,4,0.03,15,0.12,6,0.05,5,0.04
東京都,450,1.74,24,0.09,18,0.07,22,0.08,23,0.09,22,0.08,12,0.05,24,0.09,11,0.04,12,0.05,13,0.05,37,0.14,20,0.08,29,0.11,31,0.12,27,0.1,23,0.09,29,0.11,24,0.09,49,0.19
神奈川県,246,1.09,16,0.07,16,0.07,11,0.05,11,0.05,6,0.03,10,0.04,11,0.05,17,0.07,7,0.03,8,0.04,4,0.02,9,0.04,7,0.03,33,0.15,24,0.11,12,0.05,10,0.04,11,0.05,23,0.1
新潟県,74,1.35,4,0.07,2,0.04,1,0.02,4,0.07,7,0.13,2,0.04,6,0.11,2,0.04,6,0.11,1,0.02,10,0.18,2,0.04,5,0.09,3,0.06,5,0.09,6,0.11,3,0.06,1,0.02,4,0.07
富山県,53,1.83,1,0.03,1,0.03,0,0,6,0.21,2,0.07,4,0.14,4,0.14,5,0.17,2,0.07,2,0.07,3,0.1,2,0.07,2,0.07,2,0.07,4,0.14,1,0.03,6,0.21,0,0,6,0.21
石川県,41,1.41,4,0.14,2,0.07,2,0.07,1,0.03,3,0.1,1,0.03,5,0.17,3,0.1,4,0.14,2,0.07,3,0.1,3,0.1,4,0.14,0,0,1,0.03,2,0.07,0,0,1,0.03,0,0
福井県,69,3,2,0.09,9,0.39,10,0.43,5,0.22,4,0.17,3,0.13,0,0,3,0.13,2,0.09,4,0.17,6,0.26,3,0.13,2,0.09,2,0.09,4,0.17,2,0.09,5,0.22,0,0,3,0.12
山梨県,13,0.54,0,0,0,0,0,0,0,0,0,0,1,0.04,0,0,0,0,1,0.04,0,0,1,0.04,1,0.04,2,0.08,2,0.08,0,0,4,0.17,0,0,0,0,1,0.04
長野県,64,1.21,2,0.04,9,0.17,2,0.04,5,0.09,4,0.07,1,0.02,2,0.04,1,0.02,5,0.09,1,0.02,4,0.08,3,0.06,1,0.02,3,0.06,5,0.09,2,0.04,3,0.06,3,0.06,8,0.15
岐阜県,25,0.48,0,0,1,0.02,0,0,1,0.02,0,0,1,0.02,1,0.02,1,0.02,0,0,0,0,2,0.04,3,0.06,3,0.06,4,0.08,2,0.04,1,0.02,2,0.04,2,0.04,1,0.02
静岡県,122,1.39,13,0.15,5,0.06,7,0.08,5,0.06,9,0.1,3,0.03,5,0.06,6,0.07,5,0.06,3,0.03,6,0.07,5,0.06,7,0.08,2,0.02,8,0.09,8,0.09,5,0.06,5,0.06,15,0.17
愛知県,200,1.1,12,0.07,9,0.05,11,0.06,5,0.03,6,0.03,13,0.07,20,0.11,10,0.05,9,0.05,7,0.04,4,0.02,12,0.07,12,0.07,6,0.03,12,0.07,16,0.09,14,0.08,11,0.06,11,0.06
三重県,95,2.16,6,0.13,1,0.02,7,0.16,5,0.11,4,0.09,1,0.02,3,0.07,3,0.07,3,0.07,2,0.04,4,0.09,2,0.04,10,0.22,6,0.13,12,0.27,8,0.18,5,0.11,6,0.13,7,0.16
滋賀県,90,2.57,3,0.08,3,0.08,5,0.14,2,0.06,4,0.11,3,0.08,8,0.22,3,0.08,4,0.11,2,0.06,3,0.08,4,0.11,0,0,3,0.09,3,0.08,7,0.19,8,0.22,5,0.15,20,0.56
京都府,150,2,15,0.2,18,0.24,11,0.14,8,0.11,6,0.08,3,0.04,6,0.08,2,0.03,8,0.11,5,0.07,4,0.05,11,0.15,3,0.04,10,0.13,8,0.11,12,0.16,4,0.05,8,0.11,8,0.11
大阪府,269,1.39,22,0.11,22,0.11,18,0.09,16,0.08,16,0.08,10,0.05,9,0.05,6,0.03,11,0.06,6,0.03,12,0.06,9,0.05,14,0.07,13,0.07,19,0.1,25,0.13,13,0.07,17,0.09,11,0.06
兵庫県,193,1.51,11,0.08,7,0.05,6,0.05,18,0.14,6,0.05,10,0.08,9,0.07,8,0.06,7,0.05,4,0.03,9,0.07,8,0.06,4,0.03,20,0.16,10,0.08,18,0.14,18,0.14,9,0.07,11,0.09
奈良県,29,0.85,1,0.03,3,0.09,2,0.06,1,0.03,3,0.09,2,0.06,2,0.06,1,0.03,1,0.03,1,0.03,3,0.09,2,0.06,3,0.09,1,0.03,2,0.06,1,0.03,0,0,0,0,0,0
和歌山県,33,1.1,0,0,1,0.03,2,0.07,4,0.13,3,0.1,0,0,5,0.17,2,0.07,1,0.03,1,0.03,0,0,3,0.1,1,0.03,3,0.1,0,0,1,0.03,2,0.07,2,0.07,2,0.07
鳥取県,16,0.84,1,0.05,1,0.05,0,0,0,0,1,0.05,1,0.05,1,0.05,3,0.16,0,0,0,0,2,0.11,2,0.11,0,0,0,0,0,0,1,0.05,0,0,0,0,3,0.16
島根県,50,2.17,1,0.04,3,0.13,4,0.17,4,0.17,1,0.04,2,0.09,2,0.09,2,0.09,1,0.04,4,0.17,7,0.3,1,0.04,3,0.13,4,0.17,4,0.17,0,0,3,0.13,3,0.13,1,0.04
岡山県,70,1.3,6,0.11,5,0.09,6,0.11,3,0.06,3,0.06,1,0.02,3,0.06,2,0.04,1,0.02,4,0.07,2,0.04,1,0.02,4,0.07,2,0.04,2,0.04,5,0.09,8,0.15,8,0.15,4,0.07
広島県,78,1.1,4,0.06,4,0.06,4,0.06,2,0.03,6,0.08,4,0.06,2,0.03,3,0.04,2,0.03,2,0.03,5,0.07,5,0.07,7,0.1,10,0.14,1,0.01,2,0.03,3,0.04,2,0.03,10,0.14
山口県,57,1.3,1,0.02,2,0.04,1,0.02,1,0.02,7,0.16,0,0,3,0.07,2,0.04,0,0,3,0.07,4,0.09,2,0.04,2,0.04,4,0.09,3,0.07,7,0.16,3,0.07,3,0.07,9,0.21
徳島県,29,1.26,1,0.04,6,0.26,1,0.04,1,0.04,0,0,3,0.13,0,0,2,0.09,1,0.04,2,0.09,1,0.04,0,0,0,0,2,0.09,0,0,0,0,3,0.13,3,0.13,3,0.13
香川県,32,1.14,0,0,1,0.04,1,0.04,1,0.04,0,0,0,0,6,0.21,1,0.04,1,0.04,2,0.07,0,0,2,0.07,1,0.04,2,0.07,3,0.11,4,0.14,2,0.07,5,0.18,0,0
愛媛県,37,1.03,1,0.03,2,0.05,0,0,4,0.11,1,0.03,1,0.03,1,0.03,2,0.05,1,0.03,4,0.11,0,0,4,0.11,1,0.03,0,0,1,0.03,2,0.05,8,0.22,1,0.03,3,0.08
高知県,31,1.19,1,0.04,2,0.07,2,0.07,1,0.04,1,0.04,1,0.04,2,0.07,0,0,1,0.04,0,0,3,0.11,2,0.07,1,0.04,0,0,5,0.19,2,0.07,0,0,5,0.19,2,0.08
福岡県,236,1.97,8,0.07,15,0.13,12,0.1,15,0.13,8,0.07,12,0.1,13,0.11,17,0.14,9,0.08,17,0.14,10,0.08,9,0.08,7,0.06,13,0.11,11,0.09,17,0.14,15,0.13,9,0.08,19,0.16
佐賀県,17,0.74,0,0,1,0.04,1,0.04,1,0.04,0,0,0,0,1,0.04,1,0.04,0,0,3,0.13,0,0,1,0.04,1,0.04,2,0.09,2,0.09,1,0.04,1,0.04,0,0,1,0.04
長崎県,81,1.84,11,0.25,6,0.14,4,0.09,2,0.05,3,0.07,3,0.07,7,0.16,2,0.05,4,0.09,0,0,4,0.09,3,0.07,5,0.11,5,0.11,12,0.27,2,0.05,2,0.05,2,0.05,4,0.09
熊本県,66,1.35,3,0.06,6,0.12,3,0.06,3,0.06,2,0.04,7,0.14,4,0.08,2,0.04,1,0.02,4,0.08,4,0.08,4,0.08,2,0.04,2,0.04,1,0.02,6,0.13,3,0.06,2,0.04,7,0.14
大分県,94,2.61,2,0.06,2,0.06,3,0.08,0,0,4,0.11,3,0.08,2,0.06,1,0.03,5,0.14,2,0.06,4,0.11,12,0.33,8,0.22,6,0.17,4,0.11,4,0.11,13,0.36,7,0.19,12,0.33
宮崎県,72,2.06,3,0.08,3,0.08,3,0.09,3,0.08,1,0.03,4,0.11,1,0.03,5,0.14,3,0.08,4,0.11,2,0.06,2,0.06,14,0.39,7,0.19,5,0.14,6,0.17,3,0.09,3,0.08,0,0
鹿児島県,68,1.28,3,0.06,5,0.09,8,0.15,1,0.02,6,0.11,0,0,1,0.02,6,0.11,1,0.02,2,0.04,3,0.06,0,0,2,0.04,4,0.08,5,0.09,3,0.06,7,0.13,3,0.06,8,0.15
沖縄県,60,1.88,5,0.15,4,0.12,4,0.12,6,0.18,1,0.03,1,0.03,3,0.09,1,0.03,4,0.13,3,0.09,2,0.06,2,0.06,5,0.15,2,0.06,7,0.22,1,0.03,2,0.06,4,0.13,3,0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
手足口病,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週,09週,09週,10週,10週,11週,11週,12週,12週,13週,13週,14週,14週,15週,15週,16週,16週,17週,17週,18週,18週,19週,19週
,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当
総数,6424,2.04,322,0.1,286,0.09,331,0.1,322,0.1,293,0.09,266,0.08,242,0.08,207,0.07,206,0.07,216,0.07,224,0.07,234,0.07,277,0.09,296,0.09,417,0.13,635,0.2,582,0.19,492,0.16,576,0.18
北海道,45,0.33,7,0.05,1,0.01,4,0.03,1,0.01,4,0.03,7,0.05,0,0,2,0.01,3,0.02,5,0.04,1,0.01,1,0.01,0,0,0,0,0,0,5,0.04,3,0.02,0,0,1,0.01
青森県,19,0.46,1,0.02,0,0,0,0,1,0.02,0,0,1,0.02,2,0.05,0,0,2,0.05,1,0.02,1,0.02,0,0,0,0,0,0,1,0.03,0,0,2,0.05,1,0.03,6,0.16
岩手県,17,0.44,2,0.05,2,0.05,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,2,0.05,2,0.05,1,0.03,3,0.08,2,0.05,2,0.05,0,0,0,0,0,0,0,0
宮城県,14,0.25,2,0.03,0,0,0,0,2,0.03,1,0.02,0,0,1,0.02,0,0,0,0,3,0.05,1,0.02,0,0,0,0,1,0.02,0,0,0,0,1,0.02,0,0,2,0.04
秋田県,8,0.24,0,0,0,0,0,0,1,0.03,1,0.03,1,0.03,3,0.09,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03
山形県,14,0.5,0,0,0,0,0,0,1,0.03,2,0.07,2,0.07,2,0.07,1,0.03,3,0.1,0,0,0,0,1,0.03,1,0.03,1,0.04,0,0,0,0,0,0,0,0,0,0
福島県,13,0.27,0,0,0,0,2,0.04,0,0,1,0.02,2,0.04,1,0.02,0,0,0,0,0,0,0,0,0,0,2,0.04,0,0,1,0.02,4,0.08,0,0,0,0,0,0
茨城県,128,1.71,1,0.01,0,0,0,0,0,0,1,0.01,0,0,1,0.01,0,0,7,0.09,3,0.04,3,0.04,5,0.07,5,0.07,4,0.05,5,0.07,17,0.23,24,0.31,24,0.32,28,0.37
栃木県,29,0.6,0,0,0,0,3,0.06,9,0.19,6,0.13,2,0.04,2,0.04,0,0,0,0,0,0,1,0.02,0,0,0,0,1,0.02,0,0,1,0.02,3,0.06,0,0,1,0.02
群馬県,35,0.66,2,0.04,3,0.06,1,0.02,1,0.02,0,0,0,0,1,0.02,0,0,2,0.04,1,0.02,1,0.02,0,0,1,0.02,1,0.02,1,0.02,2,0.04,7,0.13,4,0.08,7,0.13
埼玉県,229,1.43,4,0.03,6,0.04,3,0.02,8,0.05,9,0.06,13,0.08,14,0.09,6,0.04,3,0.02,5,0.03,4,0.03,7,0.04,3,0.02,11,0.07,15,0.09,24,0.15,21,0.13,27,0.17,46,0.28
千葉県,122,0.94,4,0.03,4,0.03,2,0.02,1,0.01,0,0,0,0,2,0.02,1,0.01,1,0.01,2,0.02,2,0.02,0,0,5,0.04,1,0.01,12,0.09,26,0.2,20,0.16,21,0.17,18,0.14
東京都,333,1.29,13,0.05,9,0.03,8,0.03,6,0.02,12,0.05,17,0.07,16,0.06,10,0.04,3,0.01,5,0.02,11,0.04,6,0.02,7,0.03,11,0.04,35,0.13,52,0.2,35,0.13,33,0.13,44,0.17
神奈川県,169,0.75,9,0.04,10,0.04,9,0.04,9,0.04,8,0.04,7,0.03,4,0.02,1,0,3,0.01,10,0.04,8,0.04,9,0.04,8,0.04,4,0.02,8,0.04,9,0.04,10,0.04,12,0.05,31,0.14
新潟県,40,0.73,1,0.02,2,0.04,1,0.02,6,0.11,9,0.16,5,0.09,4,0.07,2,0.04,0,0,0,0,1,0.02,1,0.02,0,0,0,0,2,0.04,0,0,2,0.04,1,0.02,3,0.06
富山県,22,0.76,2,0.07,2,0.07,0,0,1,0.03,0,0,2,0.07,0,0,1,0.03,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,3,0.1,0,0,2,0.07,8,0.28
石川県,130,4.48,12,0.41,8,0.28,4,0.14,9,0.31,4,0.14,3,0.1,5,0.17,6,0.21,2,0.07,1,0.03,8,0.28,4,0.14,5,0.17,7,0.24,3,0.1,7,0.24,21,0.72,6,0.21,15,0.52
福井県,203,8.83,4,0.17,14,0.61,9,0.39,11,0.48,19,0.83,7,0.3,12,0.52,10,0.43,10,0.43,10,0.43,4,0.17,1,0.04,5,0.22,10,0.43,8,0.35,19,0.83,18,0.78,20,0.8,12,0.48
山梨県,8,0.33,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04,0,0,0,0,0,0,3,0.13,0,0,0,0,1,0.04,3,0.13,0,0,0,0,0,0,0,0
長野県,17,0.32,1,0.02,3,0.06,4,0.07,2,0.04,0,0,1,0.02,0,0,0,0,0,0,0,0,1,0.02,0,0,0,0,0,0,3,0.06,1,0.02,0,0,0,0,1,0.02
岐阜県,42,0.81,2,0.04,0,0,0,0,1,0.02,2,0.04,0,0,1,0.02,3,0.06,1,0.02,2,0.04,2,0.04,4,0.08,4,0.08,2,0.04,5,0.09,5,0.09,4,0.08,2,0.04,2,0.04
