報告数・定点当り報告数、疾病・週・都道府県・性別（１週から当該週までの報告数・定点当たり報告数とそれらの累積）(総数),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024年19週(05月06日～05月12日),2024年05月15日作成,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
インフルエンザ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週,09週,09週,10週,10週,11週,11週,12週,12週,13週,13週,14週,14週,15週,15週,16週,16週,17週,17週,18週,18週,19週,19週
石川県,215,7.68,3,0.11,5,0.19,2,0.07,9,0.32,13,0.46,3,0.11,8,0.28,6,0.21,3,0.1,1,0.03,7,0.24,2,0.07,14,0.48,6,0.21,11,0.38,17,0.59,19,0.66,22,0.76,64,2.21
福井県,680,27.2,7,0.28,5,0.2,3,0.12,5,0.2,9,0.36,9,0.36,14,0.56,41,1.64,41,1.64,27,1.08,42,1.68,34,1.36,18,0.72,22,0.88,19,0.76,60,2.4,106,4.24,94,3.76,124,4.96
山梨県,104,4.33,10,0.42,4,0.17,3,0.13,7,0.29,5,0.21,4,0.17,0,0,0,0,1,0.04,2,0.08,1,0.04,1,0.04,3,0.13,3,0.13,6,0.25,13,0.54,5,0.21,10,0.42,26,1.08
長野県,53,0.98,12,0.22,2,0.04,2,0.04,7,0.13,1,0.02,2,0.04,2,0.04,0,0,3,0.06,0,0,1,0.02,0,0,0,0,0,0,3,0.06,1,0.02,6,0.11,7,0.13,4,0.07
岐阜県,116,2.19,4,0.08,4,0.08,3,0.06,2,0.04,1,0.02,3,0.06,6,0.11,3,0.06,16,0.3,8,0.15,4,0.08,5,0.09,4,0.08,4,0.08,6,0.11,8,0.15,10,0.19,8,0.15,17,0.32
静岡県,132,1.48,3,0.03,4,0.04,4,0.04,10,0.11,8,0.09,13,0.15,4,0.04,3,0.03,3,0.03,9,0.1,4,0.04,3,0.03,11,0.12,3,0.03,10,0.11,6,0.07,10,0.11,11,0.12,13,0.15
愛知県,309,1.7,3,0.02,7,0.04,9,0.05,2,0.01,7,0.04,4,0.02,5,0.03,5,0.03,8,0.04,8,0.04,9,0.05,8,0.04,17,0.09,22,0.12,25,0.14,31,0.17,39,0.21,23,0.13,77,0.42
三重県,271,6.02,1,0.02,3,0.07,6,0.13,6,0.13,4,0.09,8,0.18,6,0.13,7,0.16,12,0.27,9,0.2,7,0.16,15,0.33,7,0.16,6,0.13,19,0.42,31,0.69,43,0.96,14,0.31,67,1.49
滋賀県,181,5.17,3,0.08,12,0.33,5,0.14,6,0.17,12,0.33,2,0.06,7,0.19,7,0.19,6,0.17,8,0.22,14,0.39,4,0.11,11,0.31,4,0.11,10,0.28,9,0.25,14,0.39,17,0.5,30,0.83
京都府,545,7.27,12,0.16,8,0.11,13,0.17,26,0.35,23,0.31,18,0.24,13,0.17,18,0.24,36,0.47,24,0.32,29,0.38,23,0.3,18,0.24,23,0.3,30,0.39,54,0.7,51,0.66,38,0.5,88,1.16
大阪府,2473,12.55,67,0.34,49,0.25,82,0.42,102,0.52,110,0.56,83,0.42,107,0.54,113,0.57,96,0.48,87,0.44,104,0.53,69,0.35,109,0.55,94,0.48,159,0.81,209,1.07,256,1.31,231,1.18,346,1.77
兵庫県,853,6.66,19,0.15,20,0.16,23,0.18,29,0.23,23,0.18,25,0.2,30,0.23,28,0.22,39,0.3,40,0.31,24,0.19,40,0.31,37,0.29,31,0.24,44,0.34,88,0.68,81,0.63,93,0.72,139,1.08
奈良県,409,12.39,17,0.5,9,0.26,12,0.35,3,0.09,11,0.32,6,0.18,9,0.27,24,0.73,17,0.52,20,0.61,19,0.58,6,0.18,6,0.18,18,0.53,27,0.79,44,1.29,36,1.06,45,1.36,80,2.35
和歌山県,215,7.17,6,0.2,12,0.4,11,0.37,11,0.37,10,0.33,6,0.2,9,0.3,12,0.4,17,0.57,13,0.43,4,0.13,7,0.23,4,0.13,5,0.17,18,0.6,11,0.37,13,0.43,27,0.9,19,0.63
鳥取県,40,2.11,0,0,1,0.05,4,0.21,4,0.21,5,0.26,2,0.11,3,0.16,3,0.16,4,0.21,1,0.05,2,0.11,2,0.11,0,0,1,0.05,0,0,1,0.05,1,0.05,4,0.21,2,0.11
島根県,120,5.22,0,0,0,0,4,0.17,5,0.22,7,0.3,4,0.17,4,0.17,7,0.3,5,0.22,8,0.35,9,0.39,5,0.22,9,0.39,13,0.57,8,0.35,9,0.39,8,0.35,5,0.22,10,0.43
岡山県,480,8.89,11,0.2,8,0.15,9,0.17,8,0.15,5,0.09,21,0.39,13,0.24,28,0.52,40,0.74,12,0.22,36,0.67,33,0.61,29,0.54,12,0.22,33,0.61,42,0.78,46,0.85,36,0.67,58,1.07
広島県,467,6.77,3,0.04,11,0.16,15,0.21,18,0.26,31,0.45,17,0.25,20,0.29,22,0.31,27,0.39,23,0.33,17,0.24,14,0.2,22,0.31,13,0.19,44,0.66,41,0.61,28,0.42,31,0.46,70,0.96
山口県,45,1.05,2,0.05,2,0.05,3,0.07,1,0.02,4,0.09,2,0.05,0,0,1,0.02,2,0.05,5,0.12,4,0.09,3,0.07,2,0.05,2,0.05,3,0.07,1,0.02,2,0.05,1,0.02,5,0.12
徳島県,375,16.3,8,0.35,2,0.09,1,0.04,11,0.48,14,0.61,7,0.3,8,0.35,14,0.61,18,0.78,24,1.04,21,0.91,12,0.52,19,0.83,28,1.22,24,1.04,27,1.17,42,1.83,47,2.04,48,2.09
香川県,289,10.32,4,0.14,4,0.14,5,0.18,30,1.07,23,0.82,27,0.96,18,0.64,32,1.14,25,0.89,18,0.64,5,0.18,12,0.43,14,0.5,9,0.32,14,0.5,9,0.32,5,0.18,13,0.46,22,0.79
愛媛県,855,23.75,14,0.39,14,0.38,20,0.54,14,0.38,10,0.27,11,0.3,9,0.24,20,0.54,21,0.57,17,0.46,24,0.65,21,0.57,25,0.68,36,0.97,62,1.68,65,1.76,133,3.59,146,3.95,193,5.22
高知県,171,6.84,4,0.15,5,0.19,6,0.23,0,0,5,0.19,2,0.08,3,0.12,4,0.15,5,0.19,1,0.04,1,0.04,2,0.08,3,0.12,11,0.44,12,0.48,22,0.88,22,0.88,28,1.12,35,1.4
福岡県,1105,9.21,27,0.23,28,0.23,37,0.31,46,0.38,45,0.38,36,0.3,37,0.31,27,0.23,38,0.32,28,0.23,39,0.33,35,0.29,22,0.18,52,0.43,53,0.44,78,0.65,102,0.85,169,1.41,206,1.72
佐賀県,82,3.57,1,0.04,3,0.13,6,0.26,5,0.22,11,0.48,4,0.17,2,0.09,4,0.17,6,0.26,0,0,3,0.13,3,0.13,0,0,3,0.13,5,0.22,6,0.26,3,0.13,7,0.3,10,0.43
長崎県,311,7.23,14,0.32,5,0.11,9,0.2,13,0.3,19,0.43,18,0.41,10,0.23,6,0.14,9,0.21,18,0.42,18,0.42,21,0.49,11,0.26,10,0.23,18,0.41,30,0.68,22,0.51,30,0.68,30,0.68
熊本県,438,8.76,13,0.26,12,0.24,20,0.4,24,0.48,23,0.46,29,0.58,18,0.36,8,0.16,20,0.4,13,0.26,13,0.26,5,0.1,9,0.18,14,0.28,31,0.62,43,0.86,46,0.92,33,0.66,64,1.28
大分県,994,27.61,8,0.22,3,0.08,4,0.11,12,0.33,21,0.58,14,0.39,17,0.47,22,0.61,14,0.39,13,0.36,22,0.61,17,0.47,33,0.92,27,0.75,44,1.22,109,3.03,175,4.86,197,5.47,242,6.72
宮崎県,611,16.97,14,0.39,13,0.36,28,0.78,28,0.78,33,0.92,25,0.69,20,0.56,20,0.56,18,0.5,15,0.42,19,0.53,22,0.61,35,0.97,31,0.86,50,1.39,40,1.11,77,2.14,58,1.61,65,1.81
鹿児島県,1106,22.12,31,0.61,26,0.51,58,1.14,44,0.86,48,0.94,45,0.88,27,0.53,40,0.78,46,0.9,38,0.75,44,0.86,33,0.65,33,0.65,30,0.6,76,1.49,85,1.67,106,2.08,126,2.47,170,3.33
沖縄県,200,6.67,2,0.06,4,0.13,6,0.19,8,0.26,3,0.1,3,0.1,1,0.03,1,0.03,2,0.06,2,0.06,11,0.35,4,0.13,2,0.06,5,0.17,13,0.43,20,0.67,30,1,37,1.23,46,1.53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
伝染性紅斑,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週,09週,09週,10週,10週,11週,11週,12週,12週,13週,13週,14週,14週,15週,15週,16週,16週,17週,17週,18週,18週,19週,19週
,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当
総数,1338,0.43,29,0.01,59,0.02,54,0.02,63,0.02,61,0.02,61,0.02,54,0.02,55,0.02,60,0.02,68,0.02,63,0.02,53,0.02,87,0.03,57,0.02,83,0.03,153,0.05,93,0.03,77,0.02,108,0.03
北海道,6,0.04,1,0.01,1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01,0,0,1,0.01,0,0,0,0,1,0.01,1,0.01,0,0,0,0,0,0
青森県,7,0.19,0,0,1,0.03,0,0,1,0.03,0,0,1,0.03,0,0,1,0.03,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.05
岩手県,46,1.18,0,0,0,0,0,0,0,0,0,0,2,0.05,0,0,1,0.03,0,0,0,0,0,0,1,0.03,4,0.1,5,0.13,6,0.15,12,0.3,7,0.18,1,0.03,7,0.18
宮城県,9,0.17,1,0.02,0,0,0,0,4,0.07,0,0,0,0,0,0,0,0,1,0.02,0,0,1,0.02,0,0,0,0,0,0,0,0,1,0.02,1,0.02,0,0,0,0
秋田県,6,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,1,0.03,0,0,0,0,0,0,1,0.03,0,0,3,0.09,0,0,0,0,0,0
山形県,15,0.54,1,0.04,3,0.11,0,0,1,0.04,2,0.07,1,0.04,1,0.04,1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,2,0.07,0,0,1,0.04,2,0.07,0,0
福島県,22,0.45,0,0,1,0.02,4,0.08,1,0.02,1,0.02,1,0.02,0,0,0,0,2,0.04,1,0.02,1,0.02,0,0,2,0.04,0,0,2,0.04,2,0.04,1,0.02,1,0.02,2,0.04
茨城県,13,0.17,1,0.01,1,0.01,1,0.01,1,0.01,2,0.03,0,0,0,0,0,0,0,0,1,0.01,0,0,3,0.04,1,0.01,0,0,0,0,0,0,0,0,0,0,2,0.03
栃木県,13,0.27,0,0,0,0,2,0.04,0,0,0,0,0,0,0,0,1,0.02,0,0,0,0,1,0.02,1,0.02,0,0,0,0,0,0,1,0.02,2,0.04,3,0.06,2,0.04
群馬県,13,0.25,0,0,1,0.02,2,0.04,0,0,1,0.02,0,0,1,0.02,1,0.02,0,0,2,0.04,0,0,0,0,1,0.02,1,0.02,0,0,1,0.02,0,0,0,0,2,0.04
埼玉県,83,0.51,1,0.01,3,0.02,4,0.02,5,0.03,3,0.02,1,0.01,3,0.02,1,0.01,4,0.02,1,0.01,2,0.01,7,0.04,8,0.05,5,0.03,7,0.04,8,0.05,5,0.03,11,0.07,4,0.02
千葉県,42,0.34,0,0,1,0.01,2,0.02,2,0.02,0,0,1,0.01,1,0.01,2,0.02,2,0.02,1,0.01,4,0.03,4,0.03,4,0.03,1,0.01,4,0.03,7,0.06,1,0.01,2,0.02,3,0.02
東京都,433,1.66,7,0.03,26,0.1,18,0.07,21,0.08,20,0.08,21,0.08,21,0.08,14,0.05,16,0.06,16,0.06,18,0.07,11,0.04,23,0.09,19,0.07,23,0.09,50,0.19,39,0.15,22,0.08,48,0.18
神奈川県,202,0.88,2,0.01,5,0.02,11,0.05,6,0.03,7,0.03,15,0.06,7,0.03,12,0.05,11,0.05,10,0.04,8,0.03,6,0.03,10,0.04,9,0.04,11,0.05,28,0.12,11,0.05,21,0.09,12,0.05
新潟県,15,0.27,0,0,1,0.02,0,0,3,0.05,0,0,0,0,2,0.04,1,0.02,0,0,2,0.04,1,0.02,0,0,2,0.04,1,0.02,1,0.02,0,0,0,0,0,0,1,0.02
富山県,7,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,2,0.07,0,0,0,0,0,0,0,0,1,0.04,0,0,0,0,3,0.11
石川県,6,0.21,1,0.04,0,0,0,0,0,0,0,0,1,0.04,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,2,0.07
福井県,6,0.24,2,0.08,1,0.04,1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04,0,0,0,0,0,0,1,0.04,0,0,0,0
山梨県,5,0.21,0,0,0,0,0,0,1,0.04,0,0,0,0,0,0,0,0,0,0,1,0.04,0,0,0,0,0,0,0,0,1,0.04,0,0,1,0.04,1,0.04,0,0
長野県,9,0.17,0,0,0,0,0,0,0,0,1,0.02,0,0,0,0,1,0.02,1,0.02,2,0.04,0,0,1,0.02,0,0,0,0,0,0,1,0.02,1,0.02,0,0,1,0.02
岐阜県,5,0.09,1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02,1,0.02,0,0,1,0.02,0,0,0,0,0,0,0,0,0,0,1,0.02,0,0
静岡県,37,0.42,0,0,0,0,1,0.01,0,0,4,0.04,0,0,1,0.01,2,0.02,3,0.03,4,0.04,1,0.01,1,0.01,2,0.02,4,0.04,2,0.02,5,0.06,4,0.04,1,0.01,2,0.02
愛知県,19,0.1,3,0.02,0,0,0,0,0,0,0,0,1,0.01,1,0.01,2,0.01,3,0.02,3,0.02,1,0.01,0,0,1,0.01,1,0.01,0,0,2,0.01,0,0,0,0,1,0.01
三重県,11,0.24,0,0,0,0,1,0.02,1,0.02,1,0.02,0,0,1,0.02,0,0,0,0,1,0.02,0,0,0,0,2,0.04,0,0,1,0.02,0,0,2,0.04,0,0,1,0.02
滋賀県,11,0.31,0,0,0,0,1,0.03,0,0,0,0,1,0.03,0,0,2,0.06,0,0,0,0,0,0,2,0.06,3,0.08,1,0.03,0,0,1,0.03,0,0,0,0,0,0
京都府,13,0.17,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01,1,0.01,0,0,0,0,1,0.01,0,0,1,0.01,0,0,1,0.01,5,0.06,2,0.03,0,0,1,0.01
大阪府,48,0.24,1,0.01,6,0.03,0,0,1,0.01,2,0.01,4,0.02,3,0.02,2,0.01,4,0.02,2,0.01,1,0.01,1,0.01,7,0.04,0,0,1,0.01,4,0.02,2,0.01,3,0.02,4,0.02
兵庫県,47,0.37,0,0,2,0.02,1,0.01,4,0.03,1,0.01,2,0.02,2,0.02,1,0.01,1,0.01,4,0.03,3,0.02,4,0.03,5,0.04,3,0.02,4,0.03,5,0.04,2,0.02,1,0.01,2,0.02
奈良県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
和歌山県,2,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,1,0.03,0,0,0,0,0,0
鳥取県,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0
島根県,4,0.17,1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04,0,0,0,0,0,0,0,0,1,0.04,0,0,1,0.04,0,0,0,0,0,0,0,0
岡山県,22,0.41,3,0.06,1,0.02,2,0.04,2,0.04,2,0.04,0,0,1,0.02,0,0,1,0.02,0,0,2,0.04,0,0,3,0.06,2,0.04,1,0.02,0,0,0,0,0,0,2,0.04
広島県,15,0.22,1,0.01,1,0.01,0,0,0,0,2,0.03,1,0.01,0,0,0,0,1,0.01,1,0.01,0,0,0,0,1,0.01,0,0,2,0.03,1,0.01,2,0.03,1,0.01,1,0.01
山口県,8,0.19,0,0,0,0,0,0,0,0,1,0.02,0,0,0,0,0,0,0,0,1,0.02,1,0.02,2,0.05,1,0.02,0,0,1,0.02,0,0,0,0,0,0,1,0.02
徳島県,3,0.13,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04,1,0.04,0,0,0,0,1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
香川県,14,0.5,0,0,0,0,0,0,0,0,3,0.11,0,0,2,0.07,0,0,2,0.07,1,0.04,4,0.14,0,0,0,0,1,0.04,0,0,0,0,0,0,0,0,1,0.04
愛媛県,4,0.11,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,1,0.03,0,0,2,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高知県,12,0.48,1,0.04,0,0,0,0,1,0.04,1,0.04,0,0,1,0.04,0,0,0,0,1,0.04,3,0.12,0,0,0,0,0,0,1,0.04,1,0.04,0,0,2,0.08,0,0
福岡県,39,0.33,1,0.01,1,0.01,1,0.01,1,0.01,0,0,0,0,0,0,4,0.03,3,0.03,5,0.04,3,0.03,1,0.01,3,0.03,1,0.01,3,0.03,8,0.07,1,0.01,3,0.03,0,0
佐賀県,5,0.22,0,0,0,0,0,0,0,0,0,0,1,0.04,0,0,1,0.04,1,0.04,0,0,0,0,1,0.04,0,0,0,0,1,0.04,0,0,0,0,0,0,0,0
長崎県,5,0.12,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02,0,0,0,0,0,0,1,0.02,0,0,0,0,1,0.02,0,0,1,0.02,1,0.02,0,0,0,0
熊本県,18,0.36,0,0,1,0.02,0,0,3,0.06,2,0.04,4,0.08,0,0,0,0,0,0,0,0,2,0.04,1,0.02,0,0,0,0,3,0.06,1,0.02,1,0.02,0,0,0,0
大分県,7,0.19,0,0,0,0,0,0,3,0.08,0,0,1,0.03,0,0,0,0,0,0,1,0.03,1,0.03,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
宮崎県,14,0.39,0,0,0,0,0,0,0,0,4,0.11,0,0,2,0.06,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,4,0.11,1,0.03,1,0.03
鹿児島県,10,0.2,0,0,1,0.02,1,0.02,0,0,1,0.02,1,0.02,0,0,1,0.02,0,0,0,0,0,0,1,0.02,0,0,1,0.02,2,0.04,0,0,1,0.02,0,0,0,0
沖縄県,6,0.2,0,0,1,0.03,1,0.03,1,0.03,0,0,1,0.03,0,0,0,0,0,0,2,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
突発性発しん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週,09週,09週,10週,10週,11週,11週,12週,12週,13週,13週,14週,14週,15週,15週,16週,16週,17週,17週,18週,18週,19週,19週
,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当
総数,13117,4.19,358,0.12,643,0.21,655,0.21,638,0.2,631,0.2,578,0.18,592,0.19,591,0.19,665,0.21,634,0.2,703,0.22,657,0.21,706,0.23,714,0.23,784,0.25,933,0.3,983,0.31,673,0.22,979,0.31
北海道,277,2.02,9,0.07,14,0.1,15,0.11,17,0.12,12,0.09,13,0.09,13,0.09,24,0.17,14,0.1,11,0.08,12,0.09,14,0.1,13,0.09,10,0.07,21,0.15,15,0.11,16,0.12,15,0.11,19,0.14
青森県,160,4.44,5,0.14,4,0.11,6,0.16,8,0.22,9,0.24,14,0.38,15,0.41,11,0.3,6,0.16,8,0.22,6,0.16,10,0.27,3,0.08,7,0.19,10,0.27,11,0.3,10,0.27,8,0.23,9,0.24
岩手県,232,5.95,8,0.21,15,0.38,9,0.23,13,0.33,11,0.28,19,0.5,13,0.34,10,0.26,8,0.21,12,0.31,10,0.26,14,0.36,9,0.23,10,0.25,15,0.38,6,0.15,19,0.48,9,0.23,22,0.55
宮城県,263,4.87,9,0.16,19,0.35,8,0.15,11,0.2,21,0.38,14,0.25,17,0.31,10,0.18,2,0.04,5,0.09,15,0.27,16,0.29,15,0.27,16,0.3,12,0.23,19,0.36,15,0.28,14,0.26,25,0.46
秋田県,83,2.52,1,0.03,8,0.24,6,0.18,5,0.15,5,0.15,2,0.06,2,0.06,3,0.09,2,0.06,5,0.15,3,0.09,3,0.09,9,0.27,6,0.18,3,0.09,2,0.06,4,0.12,4,0.12,10,0.29
山形県,172,6.14,6,0.21,7,0.25,14,0.5,11,0.39,11,0.39,6,0.21,9,0.32,5,0.18,13,0.46,11,0.39,3,0.11,9,0.32,10,0.36,10,0.36,8,0.29,6,0.21,8,0.29,10,0.36,15,0.54
福島県,290,5.92,7,0.14,14,0.29,12,0.24,17,0.35,14,0.29,18,0.37,8,0.16,22,0.45,11,0.22,14,0.29,19,0.39,13,0.27,11,0.22,17,0.35,19,0.39,10,0.2,23,0.47,14,0.29,27,0.55
茨城県,150,2,4,0.05,7,0.09,8,0.11,3,0.04,4,0.05,6,0.08,3,0.04,9,0.12,9,0.12,5,0.07,7,0.09,9,0.12,6,0.08,7,0.09,11,0.15,9,0.12,11,0.15,11,0.15,21,0.28
栃木県,220,4.58,6,0.13,13,0.27,9,0.19,13,0.27,11,0.23,8,0.17,8,0.17,7,0.15,13,0.27,12,0.25,13,0.27,10,0.21,13,0.27,9,0.19,16,0.33,12,0.25,24,0.5,8,0.17,15,0.31
群馬県,277,5.33,6,0.11,9,0.17,9,0.17,16,0.3,18,0.34,12,0.23,13,0.25,13,0.25,16,0.3,11,0.21,11,0.21,16,0.3,13,0.25,19,0.36,16,0.3,15,0.28,22,0.42,20,0.4,22,0.42
埼玉県,681,4.2,21,0.13,28,0.17,43,0.26,34,0.21,29,0.18,30,0.18,23,0.14,30,0.18,37,0.23,29,0.18,42,0.26,28,0.17,38,0.23,44,0.27,29,0.18,50,0.31,70,0.43,34,0.21,42,0.26
千葉県,494,3.95,15,0.12,22,0.17,15,0.12,32,0.26,31,0.24,21,0.17,16,0.13,31,0.25,28,0.22,33,0.26,23,0.18,18,0.14,23,0.18,28,0.22,24,0.19,34,0.27,39,0.31,24,0.19,37,0.3
東京都,1147,4.39,25,0.1,63,0.24,62,0.24,55,0.21,65,0.25,43,0.16,57,0.22,41,0.16,53,0.2,58,0.22,64,0.24,64,0.24,51,0.19,62,0.24,79,0.3,90,0.34,72,0.27,59,0.23,84,0.32
神奈川県,824,3.6,14,0.06,41,0.18,44,0.19,36,0.16,42,0.19,38,0.16,28,0.12,42,0.18,39,0.17,40,0.17,45,0.2,46,0.2,46,0.2,41,0.18,59,0.26,60,0.26,65,0.29,31,0.14,67,0.29
新潟県,222,4.04,7,0.13,14,0.25,11,0.2,9,0.16,11,0.2,15,0.27,11,0.2,14,0.25,12,0.22,11,0.2,4,0.07,11,0.2,5,0.09,10,0.18,14,0.25,17,0.31,18,0.33,10,0.18,18,0.33
富山県,103,3.68,1,0.03,7,0.24,3,0.1,6,0.21,5,0.17,6,0.21,3,0.1,7,0.24,5,0.17,8,0.28,4,0.14,4,0.14,5,0.17,4,0.14,6,0.21,8,0.29,8,0.29,6,0.21,7,0.25
石川県,94,3.36,4,0.15,5,0.19,9,0.33,2,0.07,3,0.11,4,0.14,6,0.21,1,0.03,6,0.21,6,0.21,6,0.21,7,0.24,6,0.21,5,0.17,6,0.21,9,0.31,5,0.17,1,0.03,3,0.1
福井県,103,4.12,5,0.2,8,0.32,1,0.04,7,0.28,1,0.04,5,0.2,4,0.16,6,0.24,6,0.24,4,0.16,8,0.32,5,0.2,4,0.16,8,0.32,4,0.16,8,0.32,7,0.28,7,0.28,5,0.2
山梨県,92,3.83,2,0.08,5,0.21,8,0.33,6,0.25,3,0.13,4,0.17,5,0.21,3,0.13,6,0.25,8,0.33,4,0.17,4,0.17,5,0.21,6,0.25,3,0.13,6,0.25,6,0.25,3,0.13,5,0.21
長野県,154,2.85,7,0.13,7,0.13,8,0.15,5,0.09,8,0.15,2,0.04,8,0.15,7,0.13,8,0.15,5,0.09,8,0.15,8,0.15,11,0.2,7,0.13,7,0.13,9,0.17,15,0.28,8,0.15,16,0.3
岐阜県,203,3.83,4,0.08,10,0.19,20,0.38,12,0.23,9,0.17,12,0.23,13,0.25,10,0.19,6,0.11,10,0.19,17,0.32,8,0.15,10,0.19,7,0.13,11,0.21,11,0.21,12,0.23,7,0.13,14,0.26
静岡県,372,4.18,6,0.07,20,0.22,12,0.13,19,0.21,15,0.17,17,0.19,17,0.19,12,0.13,24,0.27,22,0.25,21,0.24,22,0.25,24,0.27,23,0.26,17,0.19,25,0.28,21,0.24,31,0.35,24,0.27
愛知県,515,2.83,14,0.08,21,0.12,28,0.15,19,0.1,23,0.13,20,0.11,29,0.16,26,0.14,26,0.14,33,0.18,30,0.16,36,0.2,23,0.13,34,0.19,28,0.15,35,0.19,33,0.18,31,0.17,26,0.14
三重県,181,4.02,5,0.11,8,0.18,9,0.2,8,0.18,12,0.27,9,0.2,8,0.18,4,0.09,11,0.24,7,0.16,13,0.29,7,0.16,14,0.31,11,0.24,7,0.16,11,0.24,8,0.18,10,0.22,19,0.42
滋賀県,115,3.29,2,0.06,6,0.17,8,0.23,3,0.09,6,0.17,3,0.08,5,0.14,5,0.14,8,0.22,7,0.19,4,0.11,7,0.19,4,0.11,3,0.08,7,0.19,9,0.25,7,0.19,8,0.24,13,0.36
京都府,215,2.87,1,0.01,8,0.11,10,0.13,8,0.11,10,0.13,12,0.16,9,0.12,12,0.16,11,0.14,6,0.08,11,0.14,8,0.11,19,0.25,13,0.17,23,0.3,13,0.17,19,0.25,9,0.12,13,0.17
大阪府,727,3.69,19,0.1,36,0.18,32,0.16,31,0.16,30,0.15,28,0.14,39,0.2,32,0.16,44,0.22,30,0.15,38,0.19,31,0.16,31,0.16,45,0.23,54,0.28,59,0.3,52,0.27,38,0.19,58,0.3
兵庫県,483,3.77,13,0.1,27,0.21,31,0.24,19,0.15,13,0.1,13,0.1,15,0.12,26,0.2,27,0.21,23,0.18,24,0.19,26,0.2,27,0.21,35,0.27,33,0.26,31,0.24,41,0.32,22,0.17,37,0.29
奈良県,128,3.88,7,0.21,5,0.15,9,0.26,5,0.15,3,0.09,7,0.21,9,0.27,9,0.27,8,0.24,7,0.21,5,0.15,4,0.12,7,0.21,3,0.09,6,0.18,10,0.29,15,0.44,4,0.12,5,0.15
和歌山県,121,4.03,6,0.2,5,0.17,4,0.13,9,0.3,2,0.07,2,0.07,2,0.07,5,0.17,8,0.27,4,0.13,11,0.37,6,0.2,8,0.27,9,0.3,5,0.17,7,0.23,11,0.37,8,0.27,9,0.3
鳥取県,68,3.58,1,0.05,2,0.11,4,0.21,2,0.11,4,0.21,3,0.16,8,0.42,3,0.16,7,0.37,3,0.16,4,0.21,3,0.16,2,0.11,2,0.11,7,0.37,5,0.26,2,0.11,2,0.11,4,0.21
島根県,158,6.87,3,0.13,10,0.43,6,0.26,8,0.35,1,0.04,4,0.17,5,0.22,3,0.13,13,0.57,5,0.22,14,0.61,7,0.3,8,0.35,11,0.48,9,0.39,15,0.65,14,0.61,14,0.61,8,0.35
